type,sourceName,sourceVersion,productType,device,startDate,endDate,unit,value
HKQuantityTypeIdentifierDistanceWalkingRunning,iPhone,17.0,"iPhone16,1","<<HKDevice: 0x303c23700>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone16,1, software:17.0>",2023-09-25 20:47:12 +0000,2023-09-25 20:50:39 +0000,mi,0.014428239083751617
HKQuantityTypeIdentifierDistanceWalkingRunning,iPhone,17.0,"iPhone16,1","<<HKDevice: 0x303c23700>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone16,1, software:17.0>",2023-09-25 21:06:36 +0000,2023-09-25 21:13:27 +0000,mi,0.0070587767438164755
HKQuantityTypeIdentifierDistanceWalkingRunning,iPhone,17.0,"iPhone16,1","<<HKDevice: 0x303c23700>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone16,1, software:17.0>",2023-09-25 21:27:40 +0000,2023-09-25 21:36:57 +0000,mi,0.13420375009942023
HKQuantityTypeIdentifierDistanceWalkingRunning,iPhone,17.0,"iPhone16,1","<<HKDevice: 0x303c23700>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone16,1, software:17.0>",2023-09-25 22:00:29 +0000,2023-09-25 22:10:19 +0000,mi,0.350434635133438
HKQuantityTypeIdentifierDistanceWalkingRunning,iPhone,17.0,"iPhone16,1","<<HKDevice: 0x303c23700>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone16,1, software:17.0>",2023-09-25 22:11:00 +0000,2023-09-25 22:20:29 +0000,mi,0.025737194782470416
HKQuantityTypeIdentifierDistanceWalkingRunning,iPhone,17.0,"iPhone16,1","<<HKDevice: 0x303c23700>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone16,1, software:17.0>",2023-09-25 22:21:20 +0000,2023-09-25 22:30:27 +0000,mi,0.1735179054322755
HKQuantityTypeIdentifierDistanceWalkingRunning,iPhone,17.0,"iPhone16,1","<<HKDevice: 0x303c23700>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone16,1, software:17.0>",2023-09-25 22:35:13 +0000,2023-09-25 22:44:58 +0000,mi,0.16727459169533568
HKQuantityTypeIdentifierDistanceWalkingRunning,iPhone,17.0,"iPhone16,1","<<HKDevice: 0x303c23700>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone16,1, software:17.0>",2023-09-25 22:46:25 +0000,2023-09-25 22:56:25 +0000,mi,0.26020540046131174
HKQuantityTypeIdentifierDistanceWalkingRunning,iPhone,17.0,"iPhone16,1","<<HKDevice: 0x303c23700>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone16,1, software:17.0>",2023-09-25 22:56:25 +0000,2023-09-25 22:58:58 +0000,mi,0.11326354092102277
HKQuantityTypeIdentifierDistanceWalkingRunning,iPhone,17.0,"iPhone16,1","<<HKDevice: 0x303c23700>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone16,1, software:17.0>",2023-09-25 23:21:42 +0000,2023-09-25 23:29:47 +0000,mi,0.1700195856199866
